,goalsPerGame,goalsAgainstPerGame,powerPlayPercentage,penaltyKillPercentage,shotsPerGame,shotsAllowed,shootingPctg,savePctg,savesPerGame,failedShotsPerGame,ties,winScoreFirstGreater61_high,aboveMeanAdjWins
681,1.829,2.963,14.1,81.4,26.2927,34.3415,7.0,91.4,31.388131000000005,24.452211,10,0,-20.172413793103445
682,2.549,2.451,17.2,85.1,28.4146,30.9878,9.0,92.10000000000001,28.539763800000003,25.857286000000002,8,1,3.827586206896555
683,2.793,3.146,18.4,80.9,32.8293,34.7439,8.5,90.9,31.5822051,30.038809500000003,14,1,-2.172413793103445
684,2.707,3.073,19.8,78.4,27.9268,35.9146,9.7,91.4,32.825944400000004,25.2179004,8,1,-4.172413793103445
685,2.5,2.756,14.6,81.7,31.2317,30.939,8.0,91.10000000000001,28.185429000000003,28.733164000000002,11,1,-4.672413793103445
686,2.293,3.195,10.0,76.0,29.8902,31.1098,7.7,89.7,27.9054906,27.5886546,8,0,-13.172413793103445
687,2.829,2.549,18.5,80.7,29.8293,29.2317,9.5,91.3,26.6885421,26.9955165,9,1,4.327586206896555
688,2.744,2.793,23.4,82.0,29.4146,33.5366,9.3,91.7,30.753062200000002,26.6790422,14,1,-1.1724137931034448
689,3.183,2.585,19.5,81.5,33.1098,27.1829,9.6,90.5,24.600524500000002,29.9312592,15,1,7.327586206896555
690,2.646,2.695,17.7,83.0,29.9512,29.2805,8.8,90.8,26.586694,27.315494400000002,15,0,0.32758620689655515
691,2.61,2.841,19.2,80.2,29.0488,28.9024,9.0,90.2,26.0699648,26.434408,12,1,-2.172413793103445
692,2.915,2.293,19.8,85.7,29.2927,26.378,10.0,91.3,24.083114000000002,26.36343,7,1,9.327586206896555
693,2.463,2.902,15.7,81.7,26.8171,28.5976,9.2,89.9,25.7092424,24.349926800000002,7,1,-7.672413793103445
694,2.988,2.634,19.8,80.7,29.5122,32.6585,10.1,91.9,30.0131615,26.5314678,8,1,9.827586206896555
695,2.427,3.256,17.0,82.1,26.9268,32.878,9.0,90.10000000000001,29.623078,24.503388,9,0,-12.672413793103445
696,2.329,2.634,15.2,83.2,30.8171,28.378,7.6,90.7,25.738846000000002,28.475000400000003,11,0,-4.672413793103445
697,3.207,2.476,16.0,82.2,31.3293,28.6951,10.2,91.4,26.2273214,28.1337114,8,1,11.827586206896555
698,2.817,2.72,15.9,81.4,31.6707,30.3902,8.9,91.10000000000001,27.6854722,28.8520077,11,1,-0.6724137931034448
699,2.415,2.049,15.1,83.1,31.6463,26.2073,7.6,92.2,24.163130600000002,29.2411812,8,1,3.827586206896555
700,2.915,2.354,17.2,84.9,34.7683,27.8171,8.4,91.5,25.4526465,31.847762800000005,9,1,9.327586206896555
701,2.756,2.61,19.3,82.1,29.6463,30.7805,9.3,91.5,28.1641575,26.8891941,7,1,0.32758620689655515
702,2.427,2.415,17.9,78.8,26.5854,27.7195,9.1,91.3,25.307903500000002,24.1661286,12,1,2.827586206896555
703,2.671,2.817,15.4,83.2,30.6829,30.1463,8.7,90.7,27.3426941,28.013487700000002,10,0,-4.172413793103445
704,2.146,2.549,19.3,80.6,24.4878,30.7073,8.8,91.7,28.158594100000002,22.3328736,14,0,-7.100000000000001
705,2.988,2.732,18.7,78.0,33.7927,28.3049,8.8,90.3,25.5593247,30.818942400000005,7,0,4.399999999999999
706,3.024,2.28,16.8,84.3,31.4878,29.4878,9.6,92.30000000000001,27.2172394,28.4649712,7,1,10.399999999999999
707,2.585,2.72,23.4,77.1,29.4268,30.2561,8.8,91.0,27.533051,26.837241600000002,18,1,-4.100000000000001
708,2.646,2.488,19.3,84.8,31.6341,29.2805,8.4,91.5,26.7916575,28.9768356,12,1,2.8999999999999986
709,2.549,2.451,17.8,82.0,31.0488,29.8659,8.2,91.8,27.4168962,28.5027984,14,1,1.8999999999999986
710,1.866,3.28,13.4,75.1,24.1951,35.6098,7.7,90.8,32.3336984,22.3320773,8,0,-19.1
711,2.61,2.244,16.5,83.7,28.4634,30.122,9.2,92.60000000000001,27.892972,25.8447672,10,1,8.899999999999999
712,2.829,2.537,16.8,82.9,30.9634,32.1341,9.1,92.10000000000001,29.595506099999998,28.1457306,13,0,3.3999999999999986
713,2.512,3.134,15.9,80.5,29.2317,33.5122,8.6,90.60000000000001,30.362053200000002,26.7177738,8,1,-12.100000000000001
714,2.232,2.671,18.8,84.7,30.7805,27.2683,7.3,90.2,24.5960066,28.5335235,11,0,-10.600000000000001
715,2.415,2.598,16.3,80.0,30.6829,29.561,7.9,91.2,26.959632,28.258950900000002,15,1,-0.6000000000000014
716,3.159,2.512,18.8,83.7,29.6098,27.8902,10.7,91.0,25.380082,26.4415514,8,1,7.899999999999999
717,2.89,2.427,25.3,81.2,29.5,28.878,9.8,91.60000000000001,26.452248,26.609,11,1,4.399999999999999
718,2.683,2.268,17.6,83.4,33.8659,30.2073,7.9,92.5,27.9417525,31.190493900000003,6,1,4.899999999999999
719,2.817,2.573,23.8,80.9,29.622,28.3171,9.5,90.9,25.7402439,26.80791,14,0,3.8999999999999986
720,2.756,2.463,16.2,80.8,31.878,28.2561,8.6,91.3,25.7978193,29.136492,10,1,5.899999999999999
721,2.915,2.402,22.3,83.7,30.9146,27.2317,9.4,91.2,24.8353104,28.0086276,7,1,8.399999999999999
722,2.89,2.598,18.8,80.7,27.4634,29.1585,10.5,91.10000000000001,26.5633935,24.579743,7,1,2.3999999999999986
723,2.549,2.72,15.0,84.7,27.878,33.1585,9.1,91.8,30.439503,25.341102,12,1,-1.1000000000000014
724,2.354,3.366,17.7,76.7,28.4268,30.0488,8.3,88.8,26.6833344,26.067375600000002,14,0,-15.100000000000001
725,2.878,2.683,19.3,85.7,29.9146,29.8293,9.6,91.0,27.144663,27.042798400000002,5,1,4.399999999999999
726,2.78,2.695,15.7,81.0,29.9756,28.8659,9.3,90.7,26.181371300000002,27.1878692,7,1,8.399999999999999
727,3.134,3.134,19.0,80.7,31.1951,29.9268,10.0,89.5,26.784486,28.075590000000002,10,1,-0.10000000000000142
728,2.659,2.402,19.0,80.9,30.9268,27.0,8.6,91.10000000000001,24.597,28.2670952,15,1,1.3999999999999986
729,2.732,2.756,21.6,78.5,31.5976,29.7073,8.6,90.7,26.9445211,28.880206400000002,9,1,-1.6000000000000014
730,2.768,3.024,21.7,80.2,28.8537,33.439,9.6,91.0,30.42949,26.0837448,5,1,-1.6000000000000014
731,2.768,2.415,15.8,86.3,30.7561,27.622,9.0,91.3,25.218886,27.988051000000002,8,1,3.8999999999999986
732,2.72,2.488,17.8,81.8,29.7439,28.6585,9.1,91.3,26.1652105,27.0372051,13,1,3.3999999999999986
733,2.012,3.256,20.0,76.7,29.1829,33.1951,6.9,90.2,29.941980199999996,27.169279900000003,8,0,-18.1
734,2.22,2.463,19.9,83.0,24.4268,28.6463,9.1,91.4,26.1827182,22.203961200000002,8,1,-3.5833333333333357
735,2.768,2.573,18.3,84.5,29.4146,30.4268,9.4,91.5,27.840522,26.649627600000002,10,1,4.416666666666664
736,2.841,2.622,18.6,78.2,28.4878,30.4146,10.0,91.4,27.7989444,25.639020000000002,9,1,4.916666666666664
737,2.573,2.561,18.9,80.5,30.9756,30.7195,8.3,91.7,28.169781500000003,28.4046252,14,1,2.4166666666666643
738,2.939,2.427,18.4,84.4,33.1951,29.7073,8.9,91.8,27.271301400000002,30.2407361,8,1,6.416666666666664
739,2.878,2.78,20.5,82.2,31.9512,30.3659,9.0,90.8,27.5722372,29.075592,9,1,0.9166666666666643
740,2.427,2.622,18.9,82.6,29.4878,30.622,8.2,91.4,27.988508,27.069800400000002,11,0,-5.083333333333336
741,2.634,2.841,16.2,81.9,30.5366,29.3659,8.6,90.3,26.5174077,27.9104524,6,1,-4.583333333333336
742,2.805,2.939,15.8,75.8,28.3537,32.7805,9.9,91.0,29.830255000000005,25.5466837,9,1,-3.0833333333333357
743,2.341,2.927,15.4,81.6,30.6707,30.5244,7.6,90.4,27.5940576,28.3397268,11,0,-11.083333333333336
744,2.39,2.695,16.8,84.3,29.8902,27.5732,8.0,90.2,24.8710264,27.498984,16,1,-2.5833333333333357
745,2.829,2.439,16.9,79.5,28.7561,29.5,9.8,91.7,27.0515,25.9380022,9,1,5.916666666666664
746,2.732,2.415,15.8,84.0,29.2927,28.8537,9.3,91.60000000000001,26.4299892,26.568478900000002,5,1,2.9166666666666643
747,3.024,2.329,21.9,85.2,30.6098,28.439,9.9,91.8,26.107002,27.5794298,8,1,14.416666666666664
748,2.854,2.524,22.6,80.3,30.4634,30.8049,9.4,91.8,28.2788982,27.5998404,9,1,5.916666666666664
749,2.549,2.671,18.8,81.5,29.6585,29.7439,8.6,91.0,27.066949,27.107869,11,1,0.9166666666666643
750,2.732,2.598,19.7,81.2,30.5732,27.3415,8.9,90.5,24.7440575,27.8521852,14,1,2.4166666666666643
751,2.671,2.402,21.5,85.1,30.1707,29.7439,8.9,91.9,27.334644100000002,27.4855077,9,1,7.916666666666664
752,2.793,3.134,17.0,75.5,29.2439,28.9878,9.5,89.2,25.8571176,26.465729500000002,7,0,-7.083333333333336
753,2.585,2.927,18.1,80.2,28.6341,32.3049,9.0,90.9,29.365154100000005,26.057031000000002,4,1,-4.583333333333336
754,2.427,2.951,18.1,81.1,29.0976,31.0732,8.3,90.5,28.121246,26.682499200000002,8,1,-10.583333333333336
755,2.268,2.915,15.8,81.1,28.1829,32.5366,8.0,91.0,29.608306000000002,25.928268000000003,13,0,-8.083333333333336
756,2.622,2.293,23.1,87.2,30.2805,27.5366,8.7,91.7,25.2510622,27.646096500000002,11,1,5.916666666666664
757,3.232,2.78,22.1,82.3,32.0,28.9146,10.1,90.4,26.138798400000002,28.768,9,1,8.916666666666664
758,2.72,2.341,20.0,81.4,32.0122,27.4878,8.5,91.5,25.151337,29.291163,6,1,5.416666666666664
759,2.89,2.524,22.6,80.5,30.378,27.378,9.5,90.8,24.859224,27.49209,6,1,3.4166666666666643
760,2.598,3.024,17.3,81.0,29.1098,31.0976,8.9,90.3,28.081132800000002,26.5190278,8,1,-7.583333333333336
761,2.598,2.488,18.5,77.9,28.9512,28.622,9.0,91.3,26.131886,26.345592,11,1,-2.0833333333333357
762,2.585,2.878,14.8,78.4,29.5976,29.5488,8.7,90.3,26.682566400000002,27.0226088,8,1,-6.583333333333336
763,2.537,2.976,17.7,77.3,27.622,30.9634,9.2,90.4,27.990913600000003,25.080776,8,0,-6.583333333333336
764,2.195,2.939,17.5,79.6,27.7927,31.3659,7.9,90.60000000000001,28.4175054,25.597076700000002,14,0,-10.81666666666667
765,2.915,2.902,15.0,81.9,30.2439,31.9024,9.6,90.9,28.9992816,27.3404856,12,1,1.18333333333333
766,3.085,2.634,20.2,79.8,29.7317,30.061,10.4,91.2,27.415632000000002,26.6396032,6,1,5.18333333333333
767,2.585,2.817,19.5,79.8,31.5244,28.4634,8.2,90.10000000000001,25.645523400000002,28.9393992,10,0,-1.81666666666667
768,3.39,2.793,23.1,79.8,33.4756,32.5732,10.1,91.4,29.7719048,30.0945644,11,1,9.68333333333333
769,2.829,2.549,21.7,85.7,33.1829,26.7561,8.5,90.5,24.2142705,30.362353499999998,7,1,1.68333333333333
770,2.427,2.817,24.5,77.6,30.378,34.3049,8.0,91.8,31.491898200000005,27.947760000000002,12,0,-6.81666666666667
771,2.72,2.415,19.6,81.1,29.9878,29.622,9.1,91.8,27.192996,27.258910200000003,9,1,5.68333333333333
772,2.512,2.561,17.0,79.7,30.0366,30.0854,8.4,91.5,27.528141,27.5135256,10,1,3.18333333333333
773,3.049,2.854,23.8,82.5,31.9146,32.5976,9.6,91.2,29.729011200000002,28.850798400000002,15,1,1.68333333333333
774,2.585,2.805,17.8,84.2,30.4024,28.2927,8.5,90.10000000000001,25.4917227,27.818196,15,0,-2.31666666666667
775,2.5,2.817,17.0,85.3,32.2439,31.6463,7.8,91.10000000000001,28.829779300000002,29.728875799999997,11,0,-5.31666666666667
776,2.805,2.732,22.8,81.4,29.9024,30.3902,9.4,91.0,27.655082,27.091574400000002,10,1,1.18333333333333
777,3.183,2.159,23.1,83.8,30.4268,27.8293,10.5,92.2,25.6586146,27.231986,8,1,13.18333333333333
778,2.927,2.585,18.0,77.7,30.5854,31.3902,9.6,91.8,28.8162036,27.6492016,9,1,8.68333333333333
779,2.415,2.976,15.1,80.8,28.4756,30.5732,8.5,90.3,27.6075996,26.055174,13,0,-6.31666666666667
780,2.902,2.683,18.9,80.9,31.1829,30.1463,9.3,91.10000000000001,27.4632793,28.282890300000002,12,1,1.18333333333333
781,2.841,2.634,21.3,84.8,28.4146,28.378,10.0,90.7,25.738846000000002,25.573140000000002,7,1,3.68333333333333
782,2.707,2.671,20.2,81.6,29.122,28.7073,9.3,90.7,26.0375211,26.413654,4,1,1.18333333333333
783,2.012,3.366,12.6,76.6,28.0854,31.7439,7.2,89.4,28.3790466,26.0632512,4,0,-21.81666666666667
784,2.963,2.524,22.9,80.7,31.061,29.4634,9.5,91.4,26.9295476,28.110205,9,1,5.68333333333333
785,2.171,2.939,14.1,76.7,27.7195,31.7683,7.8,90.7,28.8138481,25.557379,9,0,-11.31666666666667
786,2.683,2.402,18.7,84.7,29.5732,29.622,9.1,91.9,27.222618,26.8820388,13,1,6.68333333333333
787,2.707,3.171,17.9,73.9,30.5488,29.7439,8.9,89.3,26.5613027,27.8299568,11,1,-6.31666666666667
788,2.427,2.451,19.1,84.5,31.1341,25.8537,7.8,90.5,23.3975985,28.7056402,8,1,-2.81666666666667
789,2.671,2.439,16.7,80.7,29.9146,27.6707,8.9,91.2,25.2356784,27.252200600000002,7,1,3.68333333333333
790,3.012,2.354,19.9,82.5,30.9756,30.3537,9.7,92.2,27.986111400000002,27.9709668,8,1,8.18333333333333
791,3.207,2.512,21.0,83.0,30.8171,30.061,10.4,91.60000000000001,27.535876000000002,27.612121600000002,8,1,7.18333333333333
792,3.0,3.11,18.2,77.5,29.8537,31.0488,10.0,90.0,27.943920000000002,26.86833,7,1,-2.31666666666667
793,2.329,3.146,16.2,77.3,27.8171,34.1098,8.4,90.8,30.9716984,25.4804636,10,0,-10.81666666666667
794,2.963,2.927,21.4,81.8,31.6951,31.9024,9.3,90.8,28.9673792,28.7474557,9,1,2.725806451612904
795,3.183,3.573,23.2,73.2,31.3659,35.5854,10.1,90.0,32.02686,28.1979441,10,0,-5.774193548387096
796,2.78,3.207,21.2,81.4,30.9512,35.3415,9.0,90.9,32.125423500000004,28.165592,9,1,-7.274193548387096
797,3.037,2.878,20.7,75.8,32.0854,29.8537,9.5,90.4,26.9877448,29.037287,14,1,3.225806451612904
798,3.293,3.024,26.1,80.0,34.4268,31.1341,9.6,90.3,28.1140923,31.121827200000002,6,1,4.225806451612904
799,3.256,2.573,23.6,83.7,32.9634,29.2561,9.9,91.2,26.6815632,29.7000234,12,1,10.225806451612904
800,2.415,3.39,19.1,77.9,31.1829,32.6951,7.7,89.60000000000001,29.294809599999997,28.7818167,12,0,-14.774193548387096
801,2.524,3.146,21.2,74.1,32.7683,32.3171,7.7,90.3,29.182341300000004,30.245140900000006,13,0,-10.274193548387096
802,2.671,3.463,16.6,76.2,30.6707,33.0732,8.7,89.5,29.600514,28.0023491,11,0,-12.274193548387096
803,3.293,2.805,25.0,81.4,32.1951,33.8537,10.2,91.7,31.043842900000005,28.9111998,7,1,6.725806451612904
804,2.744,3.085,18.4,77.5,33.9024,28.8659,8.1,89.3,25.7772487,31.156305600000003,11,1,-4.274193548387096
805,2.988,2.963,18.9,80.2,34.4146,34.6098,8.7,91.4,31.633357200000003,31.4205298,8,1,2.225806451612904
806,3.537,2.854,23.9,76.1,32.6829,32.7195,10.8,91.3,29.8729035,29.1531468,5,1,10.725806451612904
807,3.122,2.902,22.5,80.3,29.0122,31.8659,10.8,90.9,28.9661031,25.878882400000002,7,1,6.725806451612904
808,2.78,3.098,16.0,79.2,34.061,32.8902,8.2,90.60000000000001,29.7985212,31.267998000000002,10,0,-7.774193548387096
809,2.585,3.098,17.5,77.5,30.3659,31.8659,8.5,90.3,28.7749077,27.7847985,13,0,-9.274193548387096
810,3.183,2.488,21.2,81.9,32.2073,32.4268,9.9,92.30000000000001,29.929936400000003,29.018777299999996,11,1,12.725806451612904
811,2.72,2.707,15.4,79.7,32.6463,29.7317,8.3,90.9,27.0261153,29.936657099999998,6,1,1.225806451612904
812,2.634,2.963,16.0,81.8,33.6463,31.1463,7.8,90.5,28.1874015,31.021888599999997,10,1,-3.774193548387096
813,3.11,2.878,22.0,83.3,29.6585,33.3049,10.5,91.4,30.440678600000005,26.5443575,9,1,1.725806451612904
814,2.793,3.195,14.8,76.7,33.4146,32.122,8.4,90.10000000000001,28.941922,30.6077736,6,0,-6.774193548387096
815,2.659,3.159,21.5,78.3,30.0488,32.2073,8.8,90.2,29.050984599999996,27.4045056,11,0,-9.274193548387096
816,2.817,2.549,17.8,83.2,30.1829,33.122,9.3,92.30000000000001,30.571606000000003,27.375890300000002,13,1,4.725806451612904
817,2.817,2.707,19.3,80.8,31.2195,29.8415,9.0,90.9,27.125923500000003,28.409745,8,1,0.2258064516129039
818,2.89,2.463,20.4,85.0,31.0244,30.939,9.3,92.0,28.46388,28.1391308,8,1,3.225806451612904
819,3.012,2.756,20.6,84.8,32.9512,30.3415,9.1,90.9,27.580423500000002,29.9526408,10,1,4.225806451612904
820,2.878,2.756,17.2,76.2,33.6707,31.3049,8.5,91.2,28.550068800000002,30.808690499999997,7,1,2.725806451612904
821,3.049,2.793,20.4,81.2,30.1951,31.3293,10.1,91.10000000000001,28.5409923,27.1453949,11,1,4.725806451612904
822,3.329,2.634,23.4,81.8,32.2317,31.8659,10.3,91.7,29.221030300000002,28.9118349,10,1,11.225806451612904
823,2.512,3.061,16.9,79.6,29.878,32.2195,8.4,90.5,29.158647499999997,27.368248,12,0,-10.774193548387096
824,3.268,2.744,21.0,81.4,32.7561,30.7439,10.0,91.10000000000001,28.007692900000002,29.480490000000003,7,1,8.725806451612904
825,2.671,3.305,17.7,84.3,30.3415,31.6098,8.8,89.5,28.290771,27.671448,10,0,-9.37096774193548
826,2.72,2.329,14.5,79.9,28.7805,30.9024,9.4,92.5,28.58472,26.075133,7,1,6.12903225806452
827,2.695,3.256,19.4,78.2,29.1829,33.8293,9.2,90.4,30.581687200000005,26.4980732,14,0,-6.37096774193548
828,2.939,3.415,17.1,78.5,31.5,32.5,9.3,89.5,29.087500000000002,28.570500000000003,8,1,-4.37096774193548
829,3.305,2.902,24.6,79.7,33.3049,33.2805,9.9,91.3,30.385096500000003,30.007714900000003,12,0,4.62903225806452
830,3.134,2.585,25.9,79.9,32.6829,29.4634,9.6,91.2,26.8706208,29.545341599999997,9,1,8.12903225806452
831,2.695,3.268,19.5,80.9,32.8902,32.9756,8.2,90.10000000000001,29.7110156,30.1932036,10,1,-7.37096774193548
832,3.0,2.878,13.2,80.9,34.0976,31.0732,8.8,90.7,28.183392400000002,31.0970112,8,1,2.6290322580645196
833,2.951,3.671,20.4,79.2,29.622,35.7439,10.0,89.7,32.062278299999996,26.6598,6,0,-13.37096774193548
834,3.488,3.037,21.8,79.9,33.3659,33.1341,10.5,90.8,30.085762799999998,29.862480500000004,8,1,4.62903225806452
835,2.963,2.695,17.8,81.6,34.4146,28.5732,8.6,90.60000000000001,25.8873192,31.454944400000002,7,1,4.12903225806452
836,3.22,3.329,26.8,81.3,32.9878,30.6829,9.8,89.1,27.3384639,29.7549956,14,0,-2.3709677419354804
837,3.89,2.695,28.2,85.0,31.9512,32.1098,12.2,91.60000000000001,29.4125768,28.0531536,4,1,18.62903225806452
838,3.341,3.024,20.8,78.9,30.3902,31.5122,11.0,90.4,28.4870288,27.047278000000002,8,1,6.62903225806452
839,3.256,3.549,20.2,72.7,32.5488,34.7805,10.0,89.8,31.232889000000004,29.29392,12,0,-3.3709677419354804
840,2.732,3.317,18.1,77.1,29.1951,33.6707,9.4,90.10000000000001,30.337300699999997,26.450760600000002,10,0,-8.37096774193548
841,2.878,2.585,12.9,82.1,32.6585,29.9878,8.8,91.4,27.408849200000002,29.784551999999998,6,1,4.62903225806452
842,2.976,2.683,21.1,81.5,31.7561,28.5976,9.4,90.60000000000001,25.909425600000002,28.771026600000003,9,1,4.12903225806452
843,3.524,2.72,19.3,79.7,32.3902,28.0732,10.9,90.3,25.3500996,28.8596682,7,1,8.12903225806452
844,3.146,2.976,22.0,78.7,32.6341,31.939,9.6,90.7,28.968673000000003,29.501226399999997,14,1,-0.37096774193548043
845,2.793,3.305,21.2,74.8,29.1707,31.6951,9.6,89.60000000000001,28.3988096,26.3703128,9,0,-5.87096774193548
846,2.671,3.024,17.1,81.1,29.6707,31.6707,9.0,90.5,28.6619835,27.000337000000002,11,1,-4.87096774193548
847,2.39,3.024,17.0,79.7,27.6951,33.2317,8.6,90.9,30.207615299999997,25.3133214,10,0,-5.37096774193548
848,2.549,2.439,21.0,82.8,30.7195,31.5976,8.3,92.30000000000001,29.1645848,28.169781500000003,7,1,1.1290322580645196
849,2.427,3.159,15.8,76.5,28.7561,31.439,8.4,90.0,28.2951,26.340587600000003,9,1,-9.87096774193548
850,3.524,3.146,23.6,80.8,33.0244,28.3293,10.7,88.9,25.1847477,29.490789200000002,9,1,5.12903225806452
851,3.122,2.817,15.4,85.0,31.6098,29.4878,9.9,90.4,26.6569712,28.4804298,4,1,3.6290322580645196
852,2.561,2.841,20.3,81.7,31.3049,29.5,8.2,90.4,26.668,28.7378982,9,1,-3.8709677419354804
853,3.293,2.963,24.8,79.2,31.1829,33.4268,10.6,91.10000000000001,30.4518148,27.8775126,5,1,4.12903225806452
854,2.549,2.683,16.3,85.0,30.7439,30.8171,8.3,91.3,28.1360123,28.1921563,8,1,-2.3709677419354804
855,3.0,2.78,16.8,80.9,34.3171,29.2561,8.7,90.5,26.4767705,31.331512300000004,7,1,1.1290322580645196
856,2.681,3.246,17.9,82.3,30.6812,32.6957,8.7,90.10000000000001,29.458825700000002,28.0119356,12,0,-4.935483870967744
857,2.779,2.794,17.3,80.7,29.6471,31.2206,9.4,91.10000000000001,28.4419666,26.8602726,10,1,1.0645161290322562
858,3.329,3.143,22.9,77.4,31.0714,34.0143,10.7,90.8,30.8849844,27.7467602,5,1,0.5645161290322562
859,3.29,2.768,20.8,81.8,31.3913,28.6522,10.5,90.3,25.872936600000003,28.0952135,7,1,5.564516129032256
860,3.203,2.841,19.9,82.1,31.942,29.7246,10.0,90.4,26.8710384,28.7478,6,1,4.064516129032256
861,3.243,2.386,25.2,84.3,32.1,30.0429,10.1,92.10000000000001,27.669510900000002,28.8579,12,1,11.064516129032256
862,2.797,3.116,18.9,74.6,29.2899,31.1304,9.5,90.0,28.017360000000004,26.5073595,8,1,-4.935483870967744
863,2.93,3.099,17.7,78.7,34.1127,31.0986,8.6,90.0,27.98874,31.179007799999997,9,0,-3.4354838709677438
864,2.676,3.352,14.2,76.1,30.6197,33.5775,8.7,90.0,30.21975,27.9557861,12,0,-7.935483870967744
865,3.386,3.171,23.1,77.7,32.8857,31.9,10.3,90.10000000000001,28.7419,29.4984729,9,1,1.5645161290322562
866,3.191,2.838,22.3,84.0,33.25,29.3235,9.6,90.3,26.4791205,30.058,5,1,1.5645161290322562
867,3.304,3.246,21.3,78.5,32.6522,32.2754,10.1,89.9,29.015584599999997,29.3543278,8,1,0.06451612903225623
868,3.471,2.771,23.1,81.4,31.0857,30.9286,11.2,91.0,28.145026,27.6041016,6,1,7.064516129032256
869,3.42,3.072,19.4,82.6,31.971,30.2029,10.7,89.8,27.1222042,28.550103,8,1,6.064516129032256
870,2.971,3.057,15.2,82.1,31.8143,35.1143,9.3,91.3,32.0593559,28.8555701,8,1,-2.9354838709677438
871,2.0,3.732,14.9,74.3,27.0986,32.8028,7.4,88.6,29.063280799999998,25.0933036,5,0,-19.435483870967744
872,3.072,3.101,17.3,76.1,33.1449,31.2609,9.3,90.10000000000001,28.1660709,30.0624243,8,1,0.06451612903225623
873,3.141,2.676,24.3,79.3,30.6901,29.5775,10.2,91.0,26.915525000000002,27.5597098,10,1,8.064516129032256
874,2.914,3.057,21.2,82.1,31.6,32.4429,9.2,90.60000000000001,29.393267400000003,28.692800000000002,7,1,0.5645161290322562
875,3.371,2.714,19.1,81.4,32.2429,31.3286,10.5,91.3,28.6030118,28.8573955,8,1,7.064516129032256
876,3.141,3.028,29.5,84.4,29.5775,32.0282,10.6,90.5,28.985521,26.442285000000002,9,1,2.5645161290322562
877,3.246,3.101,24.1,80.5,31.2029,33.2899,10.4,90.7,30.193939300000004,27.9577984,6,1,0.06451612903225623
878,2.563,3.169,14.7,77.0,29.662,32.1408,8.6,90.10000000000001,28.9588608,27.111068,9,0,-5.435483870967744
879,2.58,2.522,21.1,79.7,30.6232,31.5507,8.4,92.0,29.026644,28.0508512,8,1,2.0645161290322562
880,2.529,2.986,17.1,77.4,33.2143,29.7,7.6,89.9,26.7003,30.690013200000003,6,0,-6.935483870967744
881,2.571,3.214,17.5,85.7,30.0143,30.5714,8.6,89.5,27.361403000000003,27.4330702,5,1,-7.435483870967744
882,2.571,2.614,16.4,81.7,32.4571,29.8857,7.9,91.3,27.285644100000003,29.892989099999998,15,1,1.5645161290322562
883,3.159,3.145,21.3,77.2,30.1014,30.6522,10.5,89.7,27.4950234,26.940753,7,1,-0.43548387096774377
884,3.0,2.831,20.5,77.6,31.2958,32.6056,9.6,91.3,29.768912800000003,28.2914032,6,1,1.0645161290322562
885,2.714,2.614,19.2,82.7,31.7143,32.4286,8.6,91.9,29.801883400000005,28.986870200000002,8,1,-1.9354838709677438
886,3.155,2.944,22.0,76.6,34.507,29.3239,9.1,90.0,26.39151,31.366863,8,1,4.064516129032256
