gamesPlayed,wins,losses,ot,pts,ptPctg,goalsPerGame,goalsAgainstPerGame,powerPlayPercentage,powerPlayGoals,powerPlayOpportunities,penaltyKillPercentage,shotsPerGame,shotsAllowed,winScoreFirst,winOppScoreFirst,winLeadFirstPer,winLeadSecondPer,winOutshootOpp,winOutshotByOpp,faceOffsTaken,faceOffsWon,faceOffsLost,faceOffWinPercentage,shootingPctg,savePctg,id,name,year_range,name_year,failed_playoff_flag
82,41,31,0,92,56.1,3.098,2.854,17.3,81,468,83,28.8293,27.8902,0.633,0.303,0.774,0.829,0.5,0.513,0,0,0,0,10.7,0.898,13,Florida Panthers,19951996,Florida Panthers1996,0
82,38,32,0,88,53.7,2.902,3.024,20.8,83,400,84.5,31.0488,29.6341,0.697,0.306,0.72,0.833,0.558,0.4,0,0,0,0,9.3,0.898,14,Tampa Bay Lightning,19951996,Tampa Bay Lightning1996,0
82,39,32,0,89,54.3,2.854,2.488,15.6,63,403,82.6,30.122,24.9024,0.743,0.277,0.762,0.806,0.509,0.409,0,0,0,0,9.5,0.9,15,Washington Capitals,19951996,Washington Capitals1996,0
82,40,28,0,94,57.3,3.329,2.683,17.7,63,356,85.5,27.3171,28.4634,0.707,0.268,0.806,0.805,0.538,0.474,0,0,0,0,12.2,0.906,16,Chicago Blackhawks,19951996,Chicago Blackhawks1996,0
82,62,13,0,131,79.9,3.963,2.207,21.3,97,455,88.3,32.2927,24.1707,0.804,0.654,0.837,0.944,0.769,0.692,0,0,0,0,12.3,0.909,17,Detroit Red Wings,19951996,Detroit Red Wings1996,0
82,32,34,0,80,48.8,2.671,3.024,16.5,74,448,83,31.0732,29.8049,0.535,0.231,0.731,0.75,0.415,0.314,0,0,0,0,8.6,0.899,19,St. Louis Blues,19951996,St. Louis Blues1996,0
82,34,37,0,79,48.2,2.939,2.927,18.4,71,386,80.1,30.0732,27.0854,0.558,0.256,0.6,0.758,0.479,0.286,0,0,0,0,9.8,0.892,20,Calgary Flames,19951996,Calgary Flames1996,0
82,47,25,0,104,63.4,3.976,2.927,21.3,86,404,83.8,32.2439,28.9024,0.75,0.368,0.842,0.911,0.543,0.576,0,0,0,0,12.3,0.899,21,Colorado Avalanche,19951996,Colorado Avalanche1996,0
82,30,44,0,68,41.5,2.927,3.707,15.9,72,452,80.8,29.9878,30.4024,0.537,0.195,0.625,0.667,0.4,0.341,0,0,0,0,9.8,0.878,22,Edmonton Oilers,19951996,Edmonton Oilers1996,1
82,32,35,0,79,48.2,3.39,3.39,16.8,69,411,81.3,30.1463,30.1585,0.543,0.277,0.692,0.742,0.351,0.425,0,0,0,0,11.2,0.888,23,Vancouver Canucks,19951996,Vancouver Canucks1996,0
82,35,39,0,78,47.6,2.854,3.012,14.1,60,426,80.8,28.7073,32.1829,0.639,0.261,0.714,0.8,0.567,0.333,0,0,0,0,9.9,0.906,24,Anaheim Ducks,19951996,Anaheim Ducks1996,1
82,26,42,0,66,40.2,2.768,3.415,15.1,67,443,80.4,30.1463,30.8049,0.422,0.189,0.5,0.645,0.343,0.302,0,0,0,0,9.2,0.889,25,Dallas Stars,19951996,Dallas Stars1996,1
82,24,40,0,66,40.2,3.122,3.683,18,72,401,81.1,31.378,35.4268,0.444,0.174,0.476,0.739,0.458,0.222,0,0,0,0,9.9,0.896,26,Los Angeles Kings,19951996,Los Angeles Kings1996,1
82,20,55,0,47,28.7,3.073,4.354,16.1,62,385,76.6,26.1341,33.122,0.519,0.109,0.667,0.8,0.353,0.19,0,0,0,0,11.8,0.869,28,San Jose Sharks,19951996,San Jose Sharks1996,1
82,45,23,0,104,63.4,2.817,2.22,13.9,40,288,88.1,31.622,26.3415,0.678,0.217,0.714,0.767,0.474,0.7,0,0,0,0,8.9,0.916,1,New Jersey Devils,19961997,New Jersey Devils1997,0
82,29,41,0,70,42.7,2.927,3.049,13.9,48,346,83.4,26.6829,30.2561,0.5,0.214,0.5,0.742,0.32,0.357,0,0,0,0,11,0.899,2,New York Islanders,19961997,New York Islanders1997,1
82,38,34,0,86,52.4,3.146,2.817,21.9,63,287,79.9,30.8293,31.561,0.703,0.267,0.733,0.857,0.385,0.535,0,0,0,0,10.2,0.911,3,New York Rangers,19961997,New York Rangers1997,0
82,45,24,0,103,62.8,3.341,2.646,14.6,53,362,85.7,32.2439,25.6951,0.744,0.372,0.742,0.857,0.627,0.35,0,0,0,0,10.4,0.897,4,Philadelphia Flyers,19961997,Philadelphia Flyers1997,0
82,38,36,0,84,51.2,3.476,3.415,21.8,74,339,81.1,29.439,34.2927,0.659,0.237,0.6,0.765,0.5,0.434,0,0,0,0,11.8,0.9,5,Pittsburgh Penguins,19961997,Pittsburgh Penguins1997,0
82,26,47,0,61,37.2,2.854,3.659,14.8,46,310,81.8,29.5976,29.6463,0.6,0.106,0.765,0.95,0.25,0.371,0,0,0,0,9.6,0.877,6,Boston Bruins,19961997,Boston Bruins1997,1
82,40,30,0,92,56.1,2.89,2.537,13.2,43,326,83.8,25.4878,33.2683,0.717,0.194,0.806,0.771,0.583,0.463,0,0,0,0,11.3,0.924,7,Buffalo Sabres,19961997,Buffalo Sabres1997,0
82,31,36,0,77,47,3.037,3.366,15.7,53,337,79.5,30.1707,33.9024,0.611,0.196,0.655,0.759,0.31,0.44,0,0,0,0,10.1,0.901,8,Montreal Canadiens,19961997,Montreal Canadiens1997,0
82,31,36,0,77,47,2.756,2.854,16.7,56,336,81.9,29.2317,25.8171,0.594,0.24,0.6,0.828,0.415,0.321,0,0,0,0,9.4,0.889,9,Ottawa Senators,19961997,Ottawa Senators1997,0
82,30,44,0,68,41.5,2.805,3.329,15.5,48,309,82,29.2805,34.4268,0.533,0.162,0.676,0.8,0.458,0.316,0,0,0,0,9.6,0.903,10,Toronto Maple Leafs,19961997,Toronto Maple Leafs1997,1
82,35,28,0,89,54.3,2.695,2.451,14.2,50,352,85.5,29.1098,28.7805,0.651,0.179,0.577,0.75,0.439,0.432,0,0,0,0,9.3,0.915,13,Florida Panthers,19961997,Florida Panthers1997,0
82,32,40,0,74,45.1,2.646,3.012,13.8,47,340,84.8,31.3902,28.8415,0.605,0.205,0.607,0.636,0.417,0.355,0,0,0,0,8.4,0.896,14,Tampa Bay Lightning,19961997,Tampa Bay Lightning1997,1
82,33,40,0,75,45.7,2.61,2.817,15.8,51,322,84.8,28.9024,26.378,0.676,0.178,0.63,0.8,0.37,0.469,0,0,0,0,9,0.893,15,Washington Capitals,19961997,Washington Capitals1997,1
82,34,35,0,81,49.4,2.72,2.561,14.8,45,304,84.2,30.378,29.4512,0.55,0.286,0.6,0.793,0.391,0.457,0,0,0,0,9,0.913,16,Chicago Blackhawks,19961997,Chicago Blackhawks1997,0
82,38,26,0,94,57.3,3.085,2.402,17.9,66,368,86.7,33.2439,25.3049,0.643,0.275,0.711,0.733,0.508,0.35,0,0,0,0,9.3,0.905,17,Detroit Red Wings,19961997,Detroit Red Wings1997,0
82,36,35,0,83,50.6,2.878,2.915,15.3,50,327,83.4,29.4512,27.378,0.596,0.229,0.633,0.813,0.383,0.467,0,0,0,0,9.8,0.894,19,St. Louis Blues,19961997,St. Louis Blues1997,0
82,32,41,0,73,44.5,2.61,2.915,16.9,61,361,83.2,31.3537,28.5,0.606,0.245,0.682,0.88,0.327,0.433,0,0,0,0,8.3,0.898,20,Calgary Flames,19961997,Calgary Flames1997,1
82,49,24,0,107,65.2,3.378,2.5,20.6,83,403,87.6,31.9512,30.2073,0.804,0.333,0.793,0.833,0.571,0.613,0,0,0,0,10.6,0.917,21,Colorado Avalanche,19961997,Colorado Avalanche1997,0
82,36,37,0,81,49.4,3.073,3.012,18,73,406,82.5,30.7439,31.1707,0.683,0.195,0.767,0.839,0.432,0.444,0,0,0,0,10,0.903,22,Edmonton Oilers,19961997,Edmonton Oilers1997,0
82,35,40,0,77,47,3.134,3.329,16.8,51,303,80.8,28.061,30.2073,0.676,0.25,0.792,0.906,0.406,0.447,0,0,0,0,11.2,0.89,23,Vancouver Canucks,19961997,Vancouver Canucks1997,1
82,36,33,0,85,51.8,2.988,2.841,16.8,56,333,81.5,28.4268,32.7805,0.571,0.242,0.625,0.771,0.524,0.421,0,0,0,0,10.5,0.913,24,Anaheim Ducks,19961997,Anaheim Ducks1997,0
82,48,26,0,104,63.4,3.073,2.415,14.7,46,314,83.4,29.7439,25.3415,0.727,0.421,0.818,0.923,0.556,0.68,0,0,0,0,10.3,0.905,25,Dallas Stars,19961997,Dallas Stars1997,0
82,28,43,0,67,40.9,2.61,3.268,13.6,46,338,87.2,29.0122,33.8902,0.605,0.114,0.75,0.852,0.476,0.288,0,0,0,0,9,0.904,26,Los Angeles Kings,19961997,Los Angeles Kings1997,1
82,27,47,0,62,37.8,2.573,3.39,14.3,50,349,83.9,28.7805,29.2439,0.525,0.143,0.667,0.708,0.353,0.302,0,0,0,0,8.9,0.884,28,San Jose Sharks,19961997,San Jose Sharks1997,1
82,48,23,0,107,65.2,2.744,2.024,18.9,63,333,86.7,29.2805,23.6951,0.717,0.417,0.844,0.872,0.667,0.316,5116,2627,2489,51.4,9.4,0.915,1,New Jersey Devils,19971998,New Jersey Devils1998,0
82,30,41,0,71,43.3,2.585,2.744,16.7,61,365,85.9,25.8415,28.7561,0.5,0.194,0.563,0.781,0.379,0.365,5417,2699,2718,49.8,10,0.905,2,New York Islanders,19971998,New York Islanders1998,1
82,25,39,0,68,41.5,2.402,2.817,17.7,62,351,85.4,25.3049,28.0366,0.441,0.208,0.476,0.625,0.281,0.319,5257,2548,2709,48.5,9.5,0.9,3,New York Rangers,19971998,New York Rangers1998,1
82,42,29,0,95,57.9,2.951,2.354,17.8,71,399,86.7,28.6829,25.4146,0.705,0.289,0.714,0.882,0.529,0.464,5304,2888,2416,54.5,10.3,0.907,4,Philadelphia Flyers,19971998,Philadelphia Flyers1998,0
82,40,24,0,98,59.8,2.78,2.293,16.5,67,407,86.4,26.5366,26.8537,0.65,0.333,0.786,0.886,0.541,0.429,5172,2572,2600,49.7,10.5,0.915,5,Pittsburgh Penguins,19971998,Pittsburgh Penguins1998,0
82,39,30,0,91,55.5,2.695,2.366,17.3,62,359,84.6,27.1951,26.3537,0.721,0.205,0.917,0.861,0.479,0.469,4897,2544,2353,52,9.9,0.91,6,Boston Bruins,19971998,Boston Bruins1998,0
82,36,29,0,89,54.3,2.573,2.28,12.9,51,396,84.3,26.4878,31.2195,0.692,0.209,0.72,0.818,0.346,0.481,5321,2520,2801,47.4,9.7,0.927,7,Buffalo Sabres,19971998,Buffalo Sabres1998,0
82,37,32,0,87,53,2.866,2.537,18.3,68,372,84.5,27.7683,26.0366,0.659,0.244,0.742,0.857,0.465,0.417,5051,2526,2525,50,10.3,0.903,8,Montreal Canadiens,19971998,Montreal Canadiens1998,0
82,34,33,0,83,50.6,2.354,2.439,12.8,48,375,84.5,29.2805,24.8659,0.676,0.229,0.75,0.813,0.392,0.448,5345,2548,2797,47.7,8,0.902,9,Ottawa Senators,19971998,Ottawa Senators1998,0
82,30,43,0,69,42.1,2.366,2.89,11.4,41,359,86.6,27.7073,28.6829,0.606,0.204,0.789,0.889,0.364,0.356,5386,2681,2705,49.8,8.5,0.899,10,Toronto Maple Leafs,19971998,Toronto Maple Leafs1998,1
82,33,41,0,74,45.1,2.439,2.671,13.2,50,378,85.2,26.5488,27.6341,0.537,0.268,0.667,0.923,0.27,0.512,5513,2703,2810,49,9.2,0.903,12,Carolina Hurricanes,19971998,Carolina Hurricanes1998,1
82,24,43,0,63,38.4,2.476,3.122,13.4,55,409,79.7,27.7805,28.8049,0.378,0.222,0.5,0.692,0.286,0.289,5444,2690,2754,49.4,8.9,0.892,13,Florida Panthers,19971998,Florida Panthers1998,1
82,17,55,0,44,26.8,1.841,3.28,9.3,33,353,82.4,25.6098,28.9878,0.324,0.125,0.364,0.684,0.12,0.236,5240,2310,2930,44.1,7.2,0.887,14,Tampa Bay Lightning,19971998,Tampa Bay Lightning1998,1
82,40,30,0,92,56.1,2.671,2.463,15.7,55,350,89.2,27.1341,27.9512,0.55,0.429,0.655,0.765,0.526,0.439,5303,2772,2531,52.3,9.8,0.912,15,Washington Capitals,19971998,Washington Capitals1998,0
82,30,39,0,73,44.5,2.341,2.427,12.9,47,363,84.8,27.7805,26.7195,0.5,0.211,0.517,0.765,0.409,0.313,5756,2902,2854,50.4,8.4,0.909,16,Chicago Blackhawks,19971998,Chicago Blackhawks1998,1
82,44,23,0,103,62.8,3.049,2.39,17.6,67,381,86.4,30.8659,25.8293,0.767,0.282,0.846,0.878,0.492,0.6,5661,3010,2651,53.2,9.9,0.907,17,Detroit Red Wings,19971998,Detroit Red Wings1998,0
82,45,29,0,98,59.8,3.122,2.488,16.9,62,368,86.7,26.8659,24.1341,0.702,0.343,0.718,0.837,0.574,0.581,5342,2725,2617,51,11.6,0.897,19,St. Louis Blues,19971998,St. Louis Blues1998,0
82,26,41,0,67,40.9,2.646,3.073,12.1,43,356,84,27.6829,27.7561,0.455,0.224,0.5,0.68,0.356,0.303,5737,2688,3049,46.9,9.6,0.889,20,Calgary Flames,19971998,Calgary Flames1998,1
82,39,26,0,95,57.9,2.817,2.5,17.4,74,426,87,27.9268,29.5122,0.617,0.286,0.647,0.763,0.543,0.413,5512,2639,2873,47.9,10.1,0.915,21,Colorado Avalanche,19971998,Colorado Avalanche1998,0
82,35,37,0,80,48.8,2.622,2.732,15.9,77,483,83.7,28.6707,28.2073,0.585,0.268,0.583,0.821,0.436,0.429,5714,2661,3053,46.6,9.1,0.903,22,Edmonton Oilers,19971998,Edmonton Oilers1998,0
82,25,43,0,64,39,2.732,3.329,12.8,48,374,82.2,25.5122,30.2317,0.475,0.143,0.586,0.677,0.3,0.311,5438,2827,2611,52,10.7,0.89,23,Vancouver Canucks,19971998,Vancouver Canucks1998,1
82,26,43,0,65,39.6,2.5,3.183,11.7,46,392,81.8,26.6341,30.3902,0.528,0.152,0.652,0.826,0.269,0.358,5621,2886,2735,51.3,9.4,0.895,24,Anaheim Ducks,19971998,Anaheim Ducks1998,1
82,49,22,0,109,66.5,2.951,2.037,20,77,385,88,26.8293,22.8049,0.724,0.292,0.8,0.83,0.633,0.5,5360,2941,2419,54.9,11,0.911,25,Dallas Stars,19971998,Dallas Stars1998,0
82,38,33,0,87,53,2.768,2.744,14.2,52,366,84.2,26.8293,30.2561,0.816,0.159,0.846,0.848,0.423,0.472,5508,2822,2686,51.2,10.3,0.909,26,Los Angeles Kings,19971998,Los Angeles Kings1998,0
82,34,38,0,78,47.6,2.561,2.634,13.5,54,400,85.2,26.4512,24.6341,0.629,0.255,0.731,0.875,0.383,0.471,5597,2773,2824,49.5,9.7,0.893,28,San Jose Sharks,19971998,San Jose Sharks1998,0
82,47,24,0,105,64,3.024,2.39,19.7,60,304,85.5,31.2805,24.7073,0.735,0.333,0.781,0.841,0.548,0.533,5113,2558,2555,50,9.7,0.903,1,New Jersey Devils,19981999,New Jersey Devils1999,0
82,24,48,0,58,35.4,2.366,2.976,15.8,54,341,83.5,26.3049,28.4268,0.553,0.068,0.563,0.731,0.25,0.319,5111,2584,2527,50.6,9,0.895,2,New York Islanders,19981999,New York Islanders1999,1
82,33,38,0,77,47,2.646,2.768,20.4,71,348,85.7,25.4268,30.1951,0.6,0.288,0.64,0.75,0.458,0.364,5086,2494,2592,49,10.4,0.908,3,New York Rangers,19981999,New York Rangers1999,1
82,37,26,0,93,56.7,2.817,2.39,16.8,65,386,84.1,29.8902,22.8902,0.574,0.286,0.581,0.744,0.468,0.429,5360,2967,2393,55.4,9.4,0.896,4,Philadelphia Flyers,19981999,Philadelphia Flyers1999,0
82,38,30,0,90,54.9,2.951,2.744,17.9,65,363,81.5,25.4756,25.9634,0.643,0.275,0.655,0.771,0.429,0.472,5024,2470,2554,49.2,11.6,0.894,5,Pittsburgh Penguins,19981999,Pittsburgh Penguins1999,0
82,39,30,0,91,55.5,2.61,2.207,17.7,65,368,89.2,27.5854,27.1463,0.718,0.256,0.714,0.871,0.421,0.5,4956,2568,2388,51.8,9.5,0.919,6,Boston Bruins,19981999,Boston Bruins1999,0
82,37,28,0,91,55.5,2.524,2.134,13.5,49,363,86.2,26.2195,30.0122,0.795,0.14,0.84,0.875,0.414,0.451,5437,2612,2825,48,9.6,0.929,7,Buffalo Sabres,19981999,Buffalo Sabres1999,0
82,32,39,0,75,45.7,2.244,2.549,14.5,50,344,87.2,27.6707,26.9146,0.628,0.128,0.714,0.735,0.447,0.325,5187,2515,2672,48.5,8.1,0.905,8,Montreal Canadiens,19981999,Montreal Canadiens1999,1
82,44,23,0,103,62.8,2.915,2.183,14.9,59,397,86.1,30.5244,25.2195,0.688,0.324,0.806,0.889,0.509,0.583,5253,2535,2718,48.3,9.5,0.913,9,Ottawa Senators,19981999,Ottawa Senators1999,0
82,45,30,0,97,59.1,3.268,2.817,14.4,53,367,80.3,28.2683,28.7683,0.66,0.4,0.655,0.925,0.486,0.628,5373,2684,2689,50,11.6,0.902,10,Toronto Maple Leafs,19981999,Toronto Maple Leafs1999,0
82,34,30,0,86,52.4,2.561,2.463,11,42,382,85.3,26.122,29.2561,0.63,0.139,0.63,0.758,0.464,0.417,5420,2690,2730,49.6,9.8,0.916,12,Carolina Hurricanes,19981999,Carolina Hurricanes1999,0
82,30,34,0,78,47.6,2.561,2.78,13.4,51,380,81.9,28.1341,28.7195,0.605,0.159,0.682,0.821,0.457,0.295,5298,2379,2919,44.9,9.1,0.903,13,Florida Panthers,19981999,Florida Panthers1999,1
82,19,54,0,47,28.7,2.183,3.561,13.9,43,310,82.4,25.9756,32.1098,0.389,0.109,0.4,0.571,0.25,0.254,5363,2524,2839,47.1,8.4,0.889,14,Tampa Bay Lightning,19981999,Tampa Bay Lightning1999,1
82,31,45,0,68,41.5,2.439,2.659,17.3,52,301,84.4,28.9878,26.1341,0.667,0.184,0.727,0.885,0.46,0.214,5451,2911,2540,53.4,8.4,0.898,15,Washington Capitals,19981999,Washington Capitals1999,1
82,29,41,0,70,42.7,2.463,3.024,14.9,50,335,80.2,26.1585,29.3171,0.611,0.152,0.619,0.833,0.438,0.319,5603,2886,2717,51.5,9.4,0.897,16,Chicago Blackhawks,19981999,Chicago Blackhawks1999,1
82,43,32,0,93,56.7,2.988,2.463,16.1,67,415,87.3,31.9756,27.0122,0.694,0.273,0.743,0.872,0.542,0.483,5577,2965,2612,53.2,9.3,0.909,17,Detroit Red Wings,19981999,Detroit Red Wings1999,0
82,28,47,0,63,38.4,2.317,3.183,12.3,40,324,79,27.061,33.0366,0.615,0.214,0.632,0.708,0.316,0.345,5575,2861,2714,51.3,8.6,0.904,18,Nashville Predators,19981999,Nashville Predators1999,1
82,37,32,0,87,53,2.89,2.549,20.3,61,301,87.9,30.1098,22.7805,0.659,0.211,0.706,0.743,0.435,0.533,5501,2870,2631,52.2,9.6,0.888,19,St. Louis Blues,19981999,St. Louis Blues1999,0
82,30,40,0,72,43.9,2.573,2.854,14.3,51,357,79.8,28.5854,29.4512,0.611,0.174,0.652,0.75,0.314,0.357,5428,2591,2837,47.7,9,0.903,20,Calgary Flames,19981999,Calgary Flames1999,1
82,44,28,0,98,59.8,2.915,2.5,18.9,71,375,83.7,28.0366,27.8049,0.683,0.39,0.808,0.9,0.625,0.475,5471,2769,2702,50.6,10.4,0.91,21,Colorado Avalanche,19981999,Colorado Avalanche1999,0
82,33,37,0,78,47.6,2.805,2.756,14.4,63,438,82.1,29.2195,27.1098,0.73,0.133,0.714,0.8,0.404,0.37,5666,2747,2919,48.5,9.6,0.898,22,Edmonton Oilers,19981999,Edmonton Oilers1999,0
82,23,47,0,58,35.4,2.341,3.146,15.9,57,358,82.9,23.7195,29.4146,0.457,0.149,0.5,0.773,0.304,0.281,5479,2749,2730,50.2,9.9,0.893,23,Vancouver Canucks,19981999,Vancouver Canucks1999,1
82,35,34,0,83,50.6,2.622,2.512,22,83,378,84.5,28.4268,31.6585,0.643,0.2,0.618,0.737,0.367,0.451,5824,2856,2968,49,9.2,0.921,24,Anaheim Ducks,19981999,Anaheim Ducks1999,0
82,51,19,0,114,69.5,2.878,2.049,18.8,74,393,86.5,27.6341,23.9634,0.741,0.393,0.818,0.844,0.648,0.56,5257,2797,2460,53.2,10.4,0.915,25,Dallas Stars,19981999,Dallas Stars1999,0
82,32,45,0,69,42.1,2.305,2.707,13.2,43,327,85.8,28.2561,29.9512,0.658,0.159,0.677,0.821,0.472,0.349,5450,2737,2713,50.2,8.2,0.91,26,Los Angeles Kings,19981999,Los Angeles Kings1999,1
82,31,33,0,80,48.8,2.39,2.329,13.3,53,399,85,26.1341,27.0366,0.596,0.086,0.667,0.793,0.417,0.333,5492,2604,2888,47.4,9.1,0.914,28,San Jose Sharks,19981999,San Jose Sharks1999,0
82,45,24,5,103,62.8,3.061,2.476,20.1,55,274,87.5,33.1341,25.622,0.622,0.459,0.7,0.882,0.587,0.471,5195,2563,2632,49.3,9.2,0.903,1,New Jersey Devils,19992000,New Jersey Devils2000,0
82,24,48,1,58,35.4,2.366,3.354,14.1,45,320,80,26.1829,33.439,0.485,0.163,0.524,0.81,0.357,0.277,5540,2652,2888,47.9,9,0.9,2,New York Islanders,19992000,New York Islanders2000,1
82,29,38,3,73,44.5,2.659,3,16.9,55,325,83.2,29.4634,29.8293,0.528,0.217,0.682,0.759,0.378,0.343,5124,2722,2402,53.1,9,0.899,3,New York Rangers,19992000,New York Rangers2000,1
82,45,22,3,105,64,2.89,2.183,20.3,69,340,86.7,30.4268,23.6463,0.696,0.361,0.844,0.756,0.542,0.438,5399,2793,2606,51.7,9.5,0.908,4,Philadelphia Flyers,19992000,Philadelphia Flyers2000,0
82,37,31,6,88,53.7,2.939,2.878,15.6,54,346,82.5,26.061,28.7317,0.591,0.289,0.69,0.848,0.556,0.412,5216,2503,2713,48,11.3,0.9,5,Pittsburgh Penguins,19992000,Pittsburgh Penguins2000,0
82,24,33,6,73,44.5,2.561,3.024,14.4,51,355,79.5,30.6829,27.7317,0.447,0.159,0.567,0.692,0.405,0.158,5286,2588,2698,49,8.3,0.891,6,Boston Bruins,19992000,Boston Bruins2000,1
82,35,32,4,85,51.8,2.598,2.488,10.5,37,351,85,27.1707,26.9268,0.609,0.194,0.714,0.848,0.489,0.344,5609,2687,2922,47.9,9.6,0.908,7,Buffalo Sabres,19992000,Buffalo Sabres2000,0
82,35,34,4,83,50.6,2.39,2.366,16.7,54,323,86.8,26.0366,27.6098,0.591,0.237,0.708,0.786,0.515,0.367,5239,2559,2680,48.9,9.2,0.914,8,Montreal Canadiens,19992000,Montreal Canadiens2000,1
82,41,28,2,95,57.9,2.976,2.561,16.8,52,310,87.5,31.5122,25.1707,0.789,0.25,0.75,0.844,0.554,0.375,5462,2750,2712,50.4,9.4,0.898,9,Ottawa Senators,19992000,Ottawa Senators2000,0
82,45,27,3,100,61,3,2.707,17.8,57,321,82.4,26.3537,29.0976,0.762,0.325,0.867,0.895,0.633,0.5,5352,2719,2633,50.8,11.4,0.907,10,Toronto Maple Leafs,19992000,Toronto Maple Leafs2000,0
82,37,35,0,84,51.2,2.646,2.634,17,58,342,84.2,26.3537,26.1098,0.659,0.244,0.692,0.857,0.486,0.415,5382,2711,2671,50.4,10,0.899,12,Carolina Hurricanes,19992000,Carolina Hurricanes2000,1
82,43,27,6,98,59.8,2.976,2.549,17.2,58,338,85.5,26.8049,29.6463,0.578,0.459,0.794,0.886,0.545,0.511,5279,2441,2838,46.2,11.1,0.914,13,Florida Panthers,19992000,Florida Panthers2000,0
82,19,47,7,54,32.9,2.488,3.78,14,51,365,80.7,25.4146,30.4146,0.387,0.137,0.375,0.632,0.158,0.259,5651,2849,2802,50.4,9.8,0.876,14,Tampa Bay Lightning,19992000,Tampa Bay Lightning2000,1
82,44,24,2,102,62.2,2.768,2.366,15,43,287,86.2,27.6707,27.6829,0.721,0.333,0.714,0.867,0.548,0.486,5485,2922,2563,53.3,10,0.915,15,Washington Capitals,19992000,Washington Capitals2000,0
82,33,37,2,78,47.6,2.951,2.988,16,52,325,83.7,25.6829,29.2317,0.563,0.176,0.667,0.743,0.296,0.451,5280,2508,2772,47.5,11.5,0.898,16,Chicago Blackhawks,19992000,Chicago Blackhawks2000,1
82,48,22,2,108,65.9,3.39,2.561,20.4,69,338,85.8,31.9512,26.4512,0.673,0.455,0.7,0.872,0.597,0.55,5353,2857,2496,53.4,10.6,0.903,17,Detroit Red Wings,19992000,Detroit Red Wings2000,0
82,28,40,7,70,42.7,2.427,2.927,13.5,41,304,85.1,27.0122,30.4756,0.513,0.186,0.609,0.808,0.333,0.314,5122,2514,2608,49.1,9,0.904,18,Nashville Predators,19992000,Nashville Predators2000,1
82,51,19,1,114,69.5,3.024,2.012,17.8,61,342,87.8,29.8171,22.122,0.75,0.5,0.806,0.921,0.615,0.75,5276,2750,2526,52.1,10.1,0.909,19,St. Louis Blues,19992000,St. Louis Blues2000,0
82,31,36,5,77,47,2.573,3.122,17.9,59,330,79.7,30.0976,29.0366,0.571,0.175,0.708,0.741,0.452,0.27,5526,2721,2805,49.2,8.5,0.892,20,Calgary Flames,19992000,Calgary Flames2000,1
82,42,28,1,96,58.5,2.841,2.451,19.5,59,302,84.5,26.6829,27.8415,0.674,0.306,0.75,0.857,0.6,0.476,5354,2758,2596,51.5,10.6,0.912,21,Colorado Avalanche,19992000,Colorado Avalanche2000,0
82,32,26,8,88,53.7,2.756,2.585,15.8,53,336,85.4,28.1707,28.2683,0.55,0.238,0.667,0.741,0.39,0.444,5378,2747,2631,51.1,9.8,0.909,22,Edmonton Oilers,19992000,Edmonton Oilers2000,0
82,30,29,8,83,50.6,2.768,2.89,15.8,51,323,80.4,26.6707,27.9512,0.513,0.233,0.556,0.793,0.432,0.286,5432,2707,2725,49.8,10.4,0.897,23,Vancouver Canucks,19992000,Vancouver Canucks2000,1
82,34,33,3,83,50.6,2.646,2.768,16.6,55,332,79,28.6829,27.5488,0.605,0.25,0.621,0.818,0.391,0.455,5563,2730,2833,49.1,9.2,0.9,24,Anaheim Ducks,19992000,Anaheim Ducks2000,1
82,43,23,6,102,62.2,2.573,2.244,15.7,54,343,89.2,25.5976,26.622,0.612,0.394,0.636,0.667,0.564,0.487,5518,2901,2617,52.6,10.1,0.916,25,Dallas Stars,19992000,Dallas Stars2000,0
82,39,27,4,94,57.3,2.988,2.78,16.9,60,356,82.3,29.5244,27.9268,0.632,0.341,0.786,0.879,0.39,0.514,5438,2814,2624,51.8,10.1,0.9,26,Los Angeles Kings,19992000,Los Angeles Kings2000,0
82,35,30,7,87,53,2.744,2.61,16.4,62,377,83.6,27.4146,28.7439,0.632,0.25,0.731,0.875,0.406,0.444,5509,2713,2796,49.2,10,0.909,28,San Jose Sharks,19992000,San Jose Sharks2000,0
82,48,19,3,111,67.7,3.598,2.378,22.9,71,310,84.7,31.5854,24.6829,0.727,0.421,0.839,0.921,0.583,0.684,5259,2597,2662,49.4,11.4,0.904,1,New Jersey Devils,20002001,New Jersey Devils2001,0
82,21,51,3,52,31.7,2.256,3.268,13.2,51,386,82.2,27.5244,29,0.486,0.085,0.5,0.684,0.243,0.273,5386,2624,2762,48.7,8.2,0.887,2,New York Islanders,20002001,New York Islanders2001,1
82,33,43,1,72,43.9,3.049,3.537,17.9,65,363,78.5,28.5976,31.4024,0.65,0.167,0.64,0.844,0.379,0.4,5220,2671,2549,51.2,10.7,0.887,3,New York Rangers,20002001,New York Rangers2001,1
82,43,25,3,100,61,2.927,2.524,15.7,55,350,82.5,29.9024,26.1463,0.66,0.313,0.667,0.816,0.447,0.618,5444,2739,2705,50.3,9.8,0.903,4,Philadelphia Flyers,20002001,Philadelphia Flyers2001,0
