gamesPlayed,wins,losses,ot,pts,ptPctg,goalsPerGame,goalsAgainstPerGame,powerPlayPercentage,powerPlayGoals,powerPlayOpportunities,penaltyKillPercentage,shotsPerGame,shotsAllowed,winScoreFirst,winOppScoreFirst,winLeadFirstPer,winLeadSecondPer,winOutshootOpp,winOutshotByOpp,faceOffsTaken,faceOffsWon,faceOffsLost,faceOffWinPercentage,shootingPctg,savePctg,id,name,year_range,name_year,failed_playoff_flag
82,41,33,8,90,54.9,3.098,3.207,21.4,107,501,80,28.3293,30.5976,0.614,0.368,0.655,0.867,0.444,0.51,5027,2595,2432,51.6,10.9,0.895,10,Toronto Maple Leafs,20052006,Toronto Maple Leafs2006,1
82,52,22,8,112,68.3,3.488,3.146,17.9,95,531,81.8,31.1341,30.4512,0.878,0.39,0.875,0.939,0.674,0.605,5141,2659,2482,51.7,11.2,0.897,12,Carolina Hurricanes,20052006,Carolina Hurricanes2006,0
82,37,34,11,85,51.8,2.878,3.073,15.3,63,411,82.3,33.2195,34.7927,0.579,0.341,0.765,0.824,0.514,0.413,5351,2713,2638,50.7,8.7,0.912,13,Florida Panthers,20052006,Florida Panthers2006,1
82,43,33,6,92,56.1,3,3.122,16.7,81,485,81.5,31.6341,27.561,0.682,0.342,0.833,0.839,0.569,0.462,4969,2488,2481,50.1,9.5,0.887,14,Tampa Bay Lightning,20052006,Tampa Bay Lightning2006,0
82,29,41,12,70,42.7,2.805,3.659,14.7,72,490,78.9,29.8171,35.122,0.432,0.289,0.381,0.818,0.417,0.339,5176,2609,2567,50.4,9.4,0.896,15,Washington Capitals,20052006,Washington Capitals2006,1
82,26,43,13,65,39.6,2.549,3.402,12.2,51,417,83.9,30.2439,29.4756,0.533,0.192,0.619,0.81,0.282,0.366,4879,2384,2495,48.9,8.4,0.885,16,Chicago Blackhawks,20052006,Chicago Blackhawks2006,1
82,58,16,8,124,75.6,3.671,2.512,22.1,102,461,85.5,34.0976,26.5854,0.745,0.657,0.794,0.95,0.71,0.75,4895,2587,2308,52.9,10.8,0.906,17,Detroit Red Wings,20052006,Detroit Red Wings2006,0
82,49,25,8,106,64.6,3.085,2.732,18.4,94,512,84.6,29.0244,32.4634,0.565,0.639,0.706,0.857,0.697,0.532,5176,2787,2389,53.8,10.6,0.916,18,Nashville Predators,20052006,Nashville Predators2006,0
82,21,46,15,57,34.8,2.354,3.463,14.7,75,512,82.2,28.4756,30.6098,0.4,0.119,0.524,0.5,0.237,0.273,5010,2538,2472,50.7,8.3,0.887,19,St. Louis Blues,20052006,St. Louis Blues2006,1
82,46,25,11,103,62.8,2.634,2.354,18.2,87,478,84.2,28.0366,27.5732,0.64,0.438,0.629,0.868,0.628,0.457,4952,2496,2456,50.4,9.4,0.915,20,Calgary Flames,20052006,Calgary Flames2006,0
82,43,30,9,95,57.9,3.415,3.061,18.8,89,473,84.6,30.0488,29.4512,0.633,0.364,0.636,0.909,0.605,0.442,4984,2397,2587,48.1,11.4,0.896,21,Colorado Avalanche,20052006,Colorado Avalanche2006,0
82,41,28,13,95,57.9,3.037,2.951,18.1,88,485,84.1,29.7805,25.5488,0.775,0.238,0.696,0.84,0.5,0.5,4918,2626,2292,53.4,10.2,0.884,22,Edmonton Oilers,20052006,Edmonton Oilers2006,0
82,42,32,8,92,56.1,3.073,3.061,18.2,96,526,81.8,28.7561,30.0732,0.667,0.391,0.909,0.818,0.6,0.469,4936,2376,2560,48.1,10.7,0.898,23,Vancouver Canucks,20052006,Vancouver Canucks2006,1
82,43,27,12,98,59.8,3.061,2.707,18.1,87,480,83.5,31.5244,29.6463,0.684,0.386,0.688,0.838,0.551,0.448,4995,2535,2460,50.8,9.7,0.909,24,Anaheim Ducks,20052006,Anaheim Ducks2006,0
82,53,23,6,112,68.3,3.085,2.646,17.7,88,498,83.7,28.4878,25.5976,0.721,0.564,0.857,0.816,0.653,0.613,4830,2428,2402,50.3,10.8,0.897,25,Dallas Stars,20052006,Dallas Stars2006,0
82,42,35,5,89,54.3,2.963,3.28,14.2,77,541,78.7,29.1951,29.9878,0.625,0.405,0.786,0.893,0.568,0.467,5003,2495,2508,49.9,10.2,0.891,26,Los Angeles Kings,20052006,Los Angeles Kings2006,1
82,44,27,11,99,60.4,3.232,2.866,18.2,91,500,80.7,30.2805,26.5854,0.75,0.333,0.833,0.906,0.593,0.444,4851,2346,2505,48.4,10.7,0.892,28,San Jose Sharks,20052006,San Jose Sharks2006,0
82,35,43,4,74,45.1,2.622,3.366,14.2,64,451,81.8,27.439,33.6829,0.559,0.333,0.6,0.882,0.529,0.391,5033,2487,2546,49.4,9.6,0.9,29,Columbus Blue Jackets,20052006,Columbus Blue Jackets2006,1
82,38,36,8,84,51.2,2.756,2.585,17,77,453,87.4,26.7561,30,0.643,0.275,0.783,0.828,0.452,0.468,4890,2363,2527,48.3,10.3,0.914,30,Minnesota Wild,20052006,Minnesota Wild2006,1
82,49,24,9,107,65.2,2.512,2.354,17.7,65,367,85.2,28.7073,28.439,0.739,0.417,0.783,0.912,0.711,0.538,4350,2132,2218,49,8.8,0.917,1,New Jersey Devils,20062007,New Jersey Devils2007,0
82,40,30,12,92,56.1,2.927,2.866,18.1,63,348,81.8,29.9878,32.5854,0.738,0.225,0.821,0.829,0.533,0.46,4864,2512,2352,51.6,9.8,0.912,2,New York Islanders,20062007,New York Islanders2007,0
82,42,30,10,94,57.3,2.841,2.573,18.5,75,406,83.8,31.5366,28.4024,0.667,0.324,0.645,0.771,0.469,0.594,4640,2317,2323,49.9,9,0.909,3,New York Rangers,20062007,New York Rangers2007,0
82,22,48,12,56,34.1,2.598,3.622,14.1,53,376,84.5,28.7927,32.5976,0.5,0.135,0.625,0.923,0.281,0.265,4842,2279,2563,47.1,9,0.889,4,Philadelphia Flyers,20062007,Philadelphia Flyers2007,1
82,47,24,11,105,64,3.256,2.927,20.3,94,463,82.1,28.8537,30.8537,0.674,0.462,0.676,0.848,0.645,0.543,4808,2259,2549,47,11.3,0.905,5,Pittsburgh Penguins,20062007,Pittsburgh Penguins2007,0
82,35,41,6,76,46.3,2.561,3.476,17.2,71,412,81.7,28.9024,33.5122,0.581,0.256,0.607,0.72,0.536,0.373,5098,2464,2634,48.3,8.9,0.896,6,Boston Bruins,20062007,Boston Bruins2007,1
82,53,22,7,113,68.9,3.634,2.902,17.4,71,407,81.3,29.4756,31,0.729,0.529,0.893,0.848,0.676,0.643,5062,2602,2460,51.4,12.3,0.906,7,Buffalo Sabres,20062007,Buffalo Sabres2007,0
82,42,34,6,90,54.9,2.915,3.061,22.8,86,378,83.5,29.5854,32.7439,0.742,0.373,0.737,0.867,0.5,0.52,4870,2411,2459,49.5,9.9,0.907,8,Montreal Canadiens,20062007,Montreal Canadiens2007,1
82,48,25,9,105,64,3.488,2.634,17.9,72,403,84.5,32.3293,30.2317,0.75,0.353,0.789,0.8,0.617,0.563,5000,2514,2486,50.3,10.8,0.913,9,Ottawa Senators,20062007,Ottawa Senators2007,0
82,40,31,11,91,55.5,3.098,3.195,17.7,71,401,78.5,32.6951,28.4146,0.659,0.317,0.769,0.8,0.526,0.421,5169,2684,2485,51.9,9.5,0.888,10,Toronto Maple Leafs,20062007,Toronto Maple Leafs2007,1
82,40,34,8,88,53.7,2.939,3.024,15,67,447,84.6,31.2073,28.4878,0.727,0.327,0.885,0.9,0.49,0.414,4957,2594,2363,52.3,9.4,0.894,12,Carolina Hurricanes,20062007,Carolina Hurricanes2007,1
82,35,31,16,86,52.4,2.988,3.037,18.1,61,337,82.4,33.2927,29.2927,0.649,0.244,0.64,0.765,0.49,0.241,4979,2383,2596,47.9,9,0.896,13,Florida Panthers,20062007,Florida Panthers2007,1
82,44,33,5,93,56.7,2.963,3.159,18.4,69,374,78.4,29.4878,27.2439,0.683,0.39,0.769,0.815,0.604,0.424,4711,2304,2407,48.9,10,0.884,14,Tampa Bay Lightning,20062007,Tampa Bay Lightning2007,0
82,28,40,14,70,42.7,2.854,3.354,16.4,67,408,80.2,27.9878,33.3415,0.568,0.156,0.594,0.778,0.25,0.362,5080,2531,2549,49.8,10.2,0.899,15,Washington Capitals,20062007,Washington Capitals2007,1
82,31,42,9,71,43.3,2.378,3.061,11.8,43,364,82.6,26.8415,29.3659,0.55,0.214,0.571,0.739,0.321,0.38,4569,2184,2385,47.8,8.9,0.896,16,Chicago Blackhawks,20062007,Chicago Blackhawks2007,1
82,50,19,13,113,68.9,3.073,2.329,17.1,68,398,84.6,33.7927,24.6341,0.791,0.41,0.741,0.892,0.667,0.5,4620,2478,2142,53.6,9.1,0.905,17,Detroit Red Wings,20062007,Detroit Red Wings2007,0
82,51,23,8,110,67.1,3.244,2.524,17.4,71,408,85.8,27.5732,31.2317,0.731,0.433,0.744,0.854,0.75,0.551,4835,2434,2401,50.3,11.8,0.919,18,Nashville Predators,20062007,Nashville Predators2007,0
82,34,35,13,81,49.4,2.537,3.024,12.1,46,381,80,26.8537,28.8902,0.568,0.237,0.5,0.767,0.394,0.444,4769,2439,2330,51.1,9.4,0.895,19,St. Louis Blues,20062007,St. Louis Blues2007,1
82,43,29,10,96,58.5,3.11,2.695,18.2,73,401,80.4,27.3415,30.5122,0.674,0.333,0.806,0.933,0.667,0.462,4770,2308,2462,48.4,11.4,0.912,20,Calgary Flames,20062007,Calgary Flames2007,0
82,44,31,7,95,57.9,3.256,3.012,21.1,79,374,80.2,31.7439,29,0.667,0.419,0.692,0.818,0.549,0.483,4793,2331,2462,48.6,10.3,0.896,21,Colorado Avalanche,20062007,Colorado Avalanche2007,1
82,32,43,7,71,43.3,2.341,2.988,14.2,53,373,84.5,26.7439,29.7439,0.55,0.238,0.682,0.917,0.385,0.4,4625,2381,2244,51.5,8.8,0.9,22,Edmonton Oilers,20062007,Edmonton Oilers2007,1
82,49,26,7,105,64,2.646,2.402,17.2,70,407,86.9,29.3293,29.2439,0.773,0.395,0.778,0.833,0.641,0.538,4718,2323,2395,49.2,9,0.918,23,Vancouver Canucks,20062007,Vancouver Canucks2007,0
82,48,20,14,110,67.1,3.098,2.415,22.4,89,398,85.1,31.4878,27.4146,0.708,0.412,0.724,0.842,0.556,0.64,4675,2424,2251,51.9,9.8,0.912,24,Anaheim Ducks,20062007,Anaheim Ducks2007,0
82,50,25,7,107,65.2,2.646,2.354,18.5,79,427,84.3,28,25.4024,0.78,0.439,0.893,0.882,0.638,0.613,4473,2240,2233,50.1,9.5,0.907,25,Dallas Stars,20062007,Dallas Stars2007,0
82,27,41,14,68,41.5,2.72,3.378,18.3,81,442,77.9,31,29.7561,0.459,0.222,0.571,0.708,0.34,0.281,4756,2270,2486,47.7,8.8,0.886,26,Los Angeles Kings,20062007,Los Angeles Kings2007,1
82,51,26,5,107,65.2,3.122,2.402,22.4,92,410,83.3,28.6098,26.2073,0.833,0.4,0.853,0.891,0.66,0.536,4481,2288,2193,51.1,10.9,0.908,28,San Jose Sharks,20062007,San Jose Sharks2007,0
82,33,42,7,73,44.5,2.39,2.976,14.8,65,438,81.2,27.7195,28.5976,0.697,0.204,0.8,0.808,0.351,0.45,4638,2326,2312,50.1,8.6,0.896,29,Columbus Blue Jackets,20062007,Columbus Blue Jackets2007,1
82,48,26,8,104,63.4,2.744,2.244,18.9,72,380,86,29.6463,28.7927,0.732,0.439,0.815,0.966,0.674,0.5,4626,2204,2422,47.6,9.3,0.922,30,Minnesota Wild,20062007,Minnesota Wild2007,0
82,46,29,7,99,60.4,2.415,2.354,15.6,50,320,82.8,28.8049,27.5244,0.725,0.405,0.806,0.879,0.609,0.514,4286,2160,2126,50.4,8.4,0.914,1,New Jersey Devils,20072008,New Jersey Devils2008,0
82,35,38,9,79,48.2,2.305,2.927,14.6,48,330,81.9,29.6951,30.3415,0.684,0.205,0.696,0.88,0.361,0.467,4617,2357,2260,51,7.8,0.904,2,New York Islanders,20072008,New York Islanders2008,1
82,42,27,13,97,59.1,2.5,2.317,16.5,61,370,84.5,31.4512,25.9024,0.681,0.286,0.758,0.871,0.5,0.5,4417,2310,2107,52.3,7.9,0.911,3,New York Rangers,20072008,New York Rangers2008,0
82,42,29,11,95,57.9,2.988,2.768,21.8,84,385,83.2,28.7683,31.8171,0.674,0.333,0.773,0.882,0.633,0.438,4900,2416,2484,49.3,10.4,0.913,4,Philadelphia Flyers,20072008,Philadelphia Flyers2008,0
82,47,27,8,102,62.2,2.927,2.585,20.4,77,378,81,27.6707,30.7683,0.725,0.429,0.808,0.9,0.71,0.48,4687,2161,2526,46.1,10.6,0.916,5,Pittsburgh Penguins,20072008,Pittsburgh Penguins2008,0
82,41,29,12,94,57.3,2.512,2.622,17.6,56,319,78.6,28.5244,30.4634,0.714,0.275,0.724,0.886,0.486,0.477,4699,2309,2390,49.1,8.8,0.914,6,Boston Bruins,20072008,Boston Bruins2008,0
82,39,31,12,90,54.9,3.061,2.841,18,66,366,83.2,30.2195,28.3659,0.676,0.311,0.792,0.8,0.523,0.394,4683,2278,2405,48.6,10.1,0.9,7,Buffalo Sabres,20072008,Buffalo Sabres2008,1
82,47,25,10,104,63.4,3.134,2.634,24.1,90,374,82.5,29.061,31.5732,0.776,0.273,0.848,0.865,0.607,0.583,4740,2322,2418,49,10.8,0.917,8,Montreal Canadiens,20072008,Montreal Canadiens2008,0
82,43,31,8,94,57.3,3.146,2.951,18.3,60,328,81,30.1341,29.9512,0.723,0.257,0.786,0.857,0.512,0.55,4702,2429,2273,51.7,10.4,0.901,9,Ottawa Senators,20072008,Ottawa Senators2008,0
82,36,35,11,83,50.6,2.78,3.122,17.8,61,343,78.1,31,29.3049,0.595,0.311,0.565,0.759,0.372,0.528,4654,2318,2336,49.8,9,0.893,10,Toronto Maple Leafs,20072008,Toronto Maple Leafs2008,1
82,43,33,6,92,56.1,3.049,3,18.8,79,420,78.9,32.5488,28.878,0.743,0.362,0.793,0.865,0.596,0.37,5018,2479,2539,49.4,9.4,0.896,12,Carolina Hurricanes,20072008,Carolina Hurricanes2008,1
82,38,35,9,85,51.8,2.573,2.683,19.2,60,313,82.3,31.0854,33.5732,0.641,0.302,0.645,0.724,0.483,0.442,4898,2390,2508,48.8,8.3,0.92,13,Florida Panthers,20072008,Florida Panthers2008,1
82,31,42,9,71,43.3,2.695,3.244,19.3,57,296,82,28.7073,28.1951,0.579,0.205,0.75,0.742,0.366,0.41,4590,2283,2307,49.7,9.4,0.885,14,Tampa Bay Lightning,20072008,Tampa Bay Lightning2008,1
82,43,31,8,94,57.3,2.902,2.768,18.8,65,346,80.5,30.9512,27.5488,0.698,0.333,0.724,0.9,0.519,0.56,4734,2422,2312,51.2,9.4,0.9,15,Washington Capitals,20072008,Washington Capitals2008,0
82,40,34,8,88,53.7,2.854,2.817,15.9,58,365,82.1,28.0244,28.6098,0.644,0.297,0.8,0.931,0.425,0.5,4459,2334,2125,52.3,10.2,0.902,16,Chicago Blackhawks,20072008,Chicago Blackhawks2008,1
82,54,21,7,115,70.1,3.073,2.183,20.7,81,391,84,34.3902,23.5366,0.86,0.344,0.897,0.9,0.714,0.25,4573,2436,2137,53.3,8.9,0.907,17,Detroit Red Wings,20072008,Detroit Red Wings2008,0
82,41,32,9,91,55.5,2.768,2.732,14.8,53,358,85.4,29.5732,29.7561,0.773,0.184,0.8,0.929,0.487,0.513,4764,2406,2358,50.5,9.4,0.908,18,Nashville Predators,20072008,Nashville Predators2008,0
82,33,36,13,79,48.2,2.463,2.829,14.1,47,334,84.4,26.1098,27.4268,0.575,0.238,0.762,0.815,0.406,0.404,4610,2390,2220,51.8,9.4,0.897,19,St. Louis Blues,20072008,St. Louis Blues2008,1
82,42,30,10,94,57.3,2.756,2.732,16.8,59,352,81.5,28.2439,28.4756,0.659,0.342,0.773,0.8,0.486,0.525,4733,2344,2389,49.5,9.8,0.904,20,Calgary Flames,20072008,Calgary Flames2008,0
82,44,31,7,95,57.9,2.732,2.634,14.6,49,335,81.4,28.6463,27.2805,0.811,0.311,0.778,0.875,0.596,0.452,4495,2148,2347,47.8,9.5,0.903,21,Colorado Avalanche,20072008,Colorado Avalanche2008,0
82,41,35,6,88,53.7,2.683,3.012,16.6,57,344,84.7,26.2927,31.378,0.75,0.304,0.696,0.828,0.44,0.536,4601,2323,2278,50.5,10.2,0.904,22,Edmonton Oilers,20072008,Edmonton Oilers2008,1
82,39,33,10,88,53.7,2.524,2.512,17.1,63,369,82.6,27.4634,28.8659,0.714,0.225,0.692,0.931,0.529,0.419,4558,2219,2339,48.7,9.2,0.913,23,Vancouver Canucks,20072008,Vancouver Canucks2008,1
82,47,27,8,102,62.2,2.402,2.244,16.6,60,361,83.1,27.3293,28.0488,0.788,0.429,0.821,0.909,0.694,0.439,4625,2320,2305,50.2,8.8,0.92,24,Anaheim Ducks,20072008,Anaheim Ducks2008,0
82,45,30,7,97,59.1,2.89,2.488,18.1,64,354,85.6,26.6707,26.061,0.625,0.476,0.704,0.775,0.636,0.472,4321,2178,2143,50.4,10.8,0.905,25,Dallas Stars,20072008,Dallas Stars2008,0
82,32,43,7,71,43.3,2.756,3.207,17.4,64,367,78,28.6463,32.0122,0.515,0.306,0.565,0.917,0.375,0.407,4594,2197,2397,47.8,9.6,0.9,26,Los Angeles Kings,20072008,Los Angeles Kings2008,1
82,49,23,10,108,65.9,2.634,2.28,18.7,70,374,85.8,29.6098,24.1585,0.679,0.423,0.667,0.921,0.649,0.476,4256,2178,2078,51.2,8.9,0.906,28,San Jose Sharks,20072008,San Jose Sharks2008,0
82,34,36,12,80,48.8,2.317,2.561,14.9,53,356,83.3,29.0366,27.4268,0.676,0.2,0.778,0.857,0.4,0.441,4630,2420,2210,52.3,8,0.907,29,Columbus Blue Jackets,20072008,Columbus Blue Jackets2008,1
82,44,28,10,98,59.8,2.683,2.561,18.9,64,338,85.2,27.0488,30.1098,0.8,0.216,0.767,0.889,0.5,0.6,4609,2180,2429,47.3,9.9,0.915,30,Minnesota Wild,20072008,Minnesota Wild2008,0
82,51,27,4,106,64.6,2.902,2.524,18.9,58,307,79.9,32.9024,29.4512,0.841,0.368,0.794,0.951,0.694,0.533,4602,2359,2243,51.3,8.8,0.914,1,New Jersey Devils,20082009,New Jersey Devils2009,0
82,26,47,9,61,37.2,2.415,3.341,16.9,54,320,79.8,28.9268,33.5488,0.541,0.133,0.429,0.7,0.375,0.296,4774,2180,2594,45.7,8.3,0.9,2,New York Islanders,20082009,New York Islanders2009,1
82,43,30,9,95,57.9,2.439,2.585,13.9,48,346,87.8,32.4146,29.6707,0.667,0.375,0.609,0.844,0.468,0.594,4547,2312,2235,50.9,7.5,0.913,3,New York Rangers,20082009,New York Rangers2009,0
82,44,27,11,99,60.4,3.171,2.829,22.5,71,316,83,29.7683,32.5366,0.674,0.385,0.821,0.844,0.469,0.619,4922,2379,2543,48.3,10.7,0.913,4,Philadelphia Flyers,20082009,Philadelphia Flyers2009,0
82,45,28,9,99,60.4,3.146,2.841,17.2,62,360,82.7,29.0366,30.2927,0.652,0.417,0.655,0.758,0.657,0.463,4705,2310,2395,49.1,10.8,0.906,5,Pittsburgh Penguins,20082009,Pittsburgh Penguins2009,0
82,53,19,10,116,70.7,3.293,2.317,23.6,74,313,82.3,30.2683,30.7927,0.723,0.543,0.794,0.884,0.538,0.744,4680,2386,2294,51,10.9,0.925,6,Boston Bruins,20082009,Boston Bruins2009,0
82,41,32,9,91,55.5,2.951,2.793,20.9,75,358,81.8,30.5488,31.4024,0.659,0.316,0.722,0.794,0.417,0.545,4723,2239,2484,47.4,9.7,0.911,7,Buffalo Sabres,20082009,Buffalo Sabres2009,1
82,41,30,11,93,56.7,2.951,2.927,19.2,72,374,82.4,30.0122,31.7073,0.711,0.318,0.857,0.853,0.5,0.478,4849,2467,2382,50.9,9.8,0.908,8,Montreal Canadiens,20082009,Montreal Canadiens2009,0
82,36,35,11,83,50.6,2.598,2.817,19.5,66,339,81.5,29.3293,28.5,0.587,0.25,0.8,0.815,0.581,0.25,4548,2357,2191,51.8,8.9,0.901,9,Ottawa Senators,20082009,Ottawa Senators2009,1
82,34,35,13,81,49.4,2.976,3.488,18.8,62,330,74.7,31.7439,30.2561,0.55,0.286,0.522,0.692,0.391,0.438,4759,2386,2373,50.1,9.4,0.885,10,Toronto Maple Leafs,20082009,Toronto Maple Leafs2009,1
82,45,30,7,97,59.1,2.878,2.695,18.7,70,374,80.4,32.622,29.5,0.641,0.465,0.655,0.861,0.519,0.607,4742,2433,2309,51.3,8.8,0.909,12,Carolina Hurricanes,20082009,Carolina Hurricanes2009,0
82,41,30,11,93,56.7,2.817,2.72,16.6,51,308,82.6,29.4146,34.6707,0.615,0.395,0.654,0.829,0.538,0.481,4783,2291,2492,47.9,9.6,0.922,13,Florida Panthers,20082009,Florida Panthers2009,1
82,24,40,18,66,40.2,2.524,3.28,17.8,61,343,78,28.5122,32.939,0.441,0.188,0.44,0.68,0.357,0.26,4652,2333,2319,50.1,8.9,0.9,14,Tampa Bay Lightning,20082009,Tampa Bay Lightning2009,1
82,50,24,8,108,65.9,3.268,2.927,25.2,85,337,80.6,33.5122,29.4878,0.756,0.432,0.833,0.868,0.627,0.571,4775,2467,2308,51.7,9.8,0.901,15,Washington Capitals,20082009,Washington Capitals2009,0
82,46,24,12,104,63.4,3.171,2.549,19.3,70,363,80.6,32.7195,28.5854,0.767,0.333,0.781,0.854,0.623,0.407,4564,2195,2369,48.1,9.7,0.911,16,Chicago Blackhawks,20082009,Chicago Blackhawks2009,0
82,51,21,10,112,68.3,3.524,2.927,25.5,90,353,78.3,36.1585,27.7317,0.804,0.389,0.788,0.81,0.643,0.6,4785,2635,2150,55.1,9.7,0.894,17,Detroit Red Wings,20082009,Detroit Red Wings2009,0
82,40,34,8,88,53.7,2.524,2.78,15.7,50,318,82.5,28.9634,29.4024,0.707,0.268,0.789,0.917,0.641,0.378,4896,2556,2340,52.2,8.7,0.905,18,Nashville Predators,20082009,Nashville Predators2009,1
82,41,31,10,92,56.1,2.768,2.768,20.5,72,351,83.8,27.6951,28.5488,0.686,0.362,0.654,0.848,0.579,0.41,4669,2291,2378,49.1,10,0.903,19,St. Louis Blues,20082009,St. Louis Blues2009,0
82,46,30,6,98,59.8,3.061,3,17,61,358,83.4,32.2317,29.7683,0.703,0.444,0.739,0.875,0.6,0.452,4787,2454,2333,51.3,9.5,0.899,20,Calgary Flames,20082009,Calgary Flames2009,0
82,32,45,5,69,42.1,2.317,3.085,15.7,50,318,79.9,28.7683,28.9756,0.581,0.275,0.652,0.909,0.394,0.404,4600,2199,2401,47.8,8.1,0.894,21,Colorado Avalanche,20082009,Colorado Avalanche2009,1
82,38,35,9,85,51.8,2.78,2.976,16.9,60,354,77.5,28.0854,32.5366,0.718,0.233,0.808,0.893,0.4,0.482,4764,2281,2483,47.9,9.9,0.909,22,Edmonton Oilers,20082009,Edmonton Oilers2009,1
82,45,27,10,100,61,2.963,2.598,18.8,67,357,81.4,28.4756,29.1707,0.702,0.343,0.735,0.909,0.568,0.513,4726,2451,2275,51.9,10.4,0.911,23,Vancouver Canucks,20082009,Vancouver Canucks2009,0
82,42,33,7,91,55.5,2.902,2.866,23.6,73,309,79.7,30.2561,30.4756,0.791,0.205,0.76,0.963,0.425,0.625,4616,2299,2317,49.8,9.6,0.906,24,Anaheim Ducks,20082009,Anaheim Ducks2009,0
82,36,35,11,83,50.6,2.732,3.061,15.4,54,351,78.6,28.9024,28.0976,0.605,0.295,0.826,0.867,0.439,0.436,4433,2120,2313,47.8,9.5,0.891,25,Dallas Stars,20082009,Dallas Stars2009,1
82,34,37,11,79,48.2,2.463,2.756,19.2,69,360,82.9,29.061,28.061,0.667,0.186,0.818,0.8,0.455,0.333,4559,2370,2189,52,8.5,0.902,26,Los Angeles Kings,20082009,Los Angeles Kings2009,1
82,53,18,11,117,71.3,3.061,2.427,24.2,87,360,83.3,33.1707,27.1707,0.783,0.472,0.828,0.868,0.642,0.72,4596,2472,2124,53.8,9.2,0.911,28,San Jose Sharks,20082009,San Jose Sharks2009,0
82,41,31,10,92,56.1,2.683,2.72,12.7,41,322,82.1,28.9024,27.8171,0.683,0.317,0.714,0.875,0.442,0.568,4681,2397,2284,51.2,9.3,0.902,29,Columbus Blue Jackets,20082009,Columbus Blue Jackets2009,0
82,40,33,9,89,54.3,2.61,2.402,20.1,66,328,87.6,27.5244,30.7073,0.692,0.302,0.778,0.933,0.576,0.409,4583,2223,2360,48.5,9.5,0.922,30,Minnesota Wild,20082009,Minnesota Wild2009,1
82,48,27,7,103,62.8,2.634,2.268,18.7,51,273,82.8,29.9878,26.9878,0.733,0.405,0.813,0.943,0.542,0.7,4244,2098,2146,49.4,8.8,0.916,1,New Jersey Devils,20092010,New Jersey Devils2010,0
82,34,37,11,79,48.2,2.61,3.146,16,49,306,76.3,30.4024,31.939,0.641,0.209,0.6,0.794,0.405,0.462,4687,2261,2426,48.2,8.6,0.901,2,New York Islanders,20092010,New York Islanders2010,1
82,38,33,11,87,53,2.671,2.61,18.3,55,301,84.3,29.5732,29.878,0.618,0.354,0.692,0.842,0.447,0.463,4545,2235,2310,49.2,9,0.913,3,New York Rangers,20092010,New York Rangers2010,1
82,41,35,6,88,53.7,2.829,2.707,21.4,68,317,83,31.5732,28.6098,0.673,0.242,0.786,0.882,0.449,0.556,4823,2415,2408,50.1,9,0.905,4,Philadelphia Flyers,20092010,Philadelphia Flyers2010,0
82,47,28,7,101,61.6,3.037,2.866,17.2,56,326,84.1,32.7805,28.6585,0.683,0.463,0.769,0.848,0.571,0.517,4754,2342,2412,49.3,9.3,0.9,5,Pittsburgh Penguins,20092010,Pittsburgh Penguins2010,0
82,39,30,13,91,55.5,2.39,2.329,16.6,44,265,86.4,31.6951,29.8171,0.7,0.262,0.731,0.786,0.532,0.345,4640,2441,2199,52.6,7.5,0.922,6,Boston Bruins,20092010,Boston Bruins2010,0
82,45,27,10,100,61,2.817,2.451,17.6,55,313,86.6,31.561,31.378,0.756,0.341,0.778,1,0.457,0.643,4665,2269,2396,48.6,8.9,0.922,7,Buffalo Sabres,20092010,Buffalo Sabres2010,0
82,39,33,10,88,53.7,2.561,2.659,21.8,57,261,83,28.6098,32.122,0.718,0.256,0.633,0.839,0.457,0.452,4597,2285,2312,49.7,9,0.917,8,Montreal Canadiens,20092010,Montreal Canadiens2010,0
82,44,32,6,94,57.3,2.683,2.841,16.9,49,290,84.3,29.7073,28.5366,0.756,0.317,0.84,0.966,0.565,0.548,4648,2293,2355,49.3,9,0.9,9,Ottawa Senators,20092010,Ottawa Senators2010,0
82,30,38,14,74,45.1,2.561,3.207,14,44,315,74.7,32.5732,29.7561,0.6,0.231,0.632,0.818,0.383,0.357,4684,2381,2303,50.8,7.9,0.892,10,Toronto Maple Leafs,20092010,Toronto Maple Leafs2010,1
82,35,37,10,80,48.8,2.756,3.061,16.9,56,332,80.6,29.2927,31.3902,0.61,0.244,0.778,0.818,0.389,0.477,4815,2318,2497,48.1,9.4,0.902,12,Carolina Hurricanes,20092010,Carolina Hurricanes2010,1
82,32,37,13,77,47,2.463,2.854,14.2,44,309,79.4,28.4268,34.1463,0.462,0.326,0.6,0.7,0.444,0.393,4658,2323,2335,49.9,8.7,0.916,13,Florida Panthers,20092010,Florida Panthers2010,1
82,34,36,12,80,48.8,2.598,3.085,19.3,63,326,80.1,28.8659,31.4024,0.611,0.261,0.667,0.828,0.357,0.44,4738,2442,2296,51.5,9,0.902,14,Tampa Bay Lightning,20092010,Tampa Bay Lightning2010,1
82,54,15,13,121,73.8,3.817,2.768,25.2,79,313,78.8,32.8415,30.9146,0.731,0.533,0.718,0.889,0.674,0.649,4927,2538,2389,51.5,11.6,0.91,15,Washington Capitals,20092010,Washington Capitals2010,0
